l1_height,l1_heat,l1_width,l2_height,l2_heat,l2_width,l3_heat,l3_width,creep_rupture_time,iter
2.090905168781285,1779.940566636894,4.030736570033211,2.786135412080207,1931.1243909562204,3.169609686192405,1849.7997803638416,3.692087270063598,230.001,1
2.8870156860220906,1599.8854658405646,4.2772794313346525,2.4362422356435105,1000.2777760434672,3.872243662714325,1789.7003070113456,4.554850854517749,310.001,1
2.732248067117657,1018.9863287273096,4.254963399557168,2.314834231175788,1186.5427075268035,4.864650568225148,1716.9914678760451,2.489516361101341,180.001,1
2.8118285026776446,1765.1756111194716,4.338003125476561,2.7596229492755477,1437.400604019288,2.079752244350909,1356.4171452735177,2.705301188748908,430.001,1
2.5428979865330423,1980.174670471829,4.206844062510316,2.307534728042992,1672.463047689313,3.023396170690982,1399.470628552759,2.0415717089774024,320.001,2
2.8943992725986183,1132.2531757618242,4.552373141310954,2.262612732023091,1684.6688428079815,3.704422278571065,2004.304778904166,4.583300798918398,320.001,2
3.064584314829527,1648.9647158555504,4.324846629256462,2.885851571437492,1085.6649172910254,2.1319550176079254,1277.3809322221027,3.164225896327441,500.001,2
2.4812812809421385,1004.5831088969072,3.499338674516324,2.4712319124104227,1801.445147857844,2.105224354280613,1200.98641859828,3.1263458717843964,550.001,2
2.678017817857114,1190.474782804004,3.813222155760573,2.9690227685189354,1790.158664115065,4.90235583451396,1006.2657106150562,3.342791167642314,590.001,3
2.289910080738572,1811.0104940271856,2.3647873604217047,2.284949333767267,1365.3630512530492,2.638710688991671,1008.7832102611015,2.898464477371054,490.001,3
2.764780773116313,1203.9737921286062,4.744014011154231,2.9721695086811466,1421.3285403226248,3.805712618194855,1573.2989275296638,2.3919083458582984,370.001,3
2.245168517713899,1001.2991930450276,3.9804661414665774,2.8739249440078733,1393.839484996669,2.984331448082805,1800.5837187708808,3.277155430308168,190.001,3
2.087326757027245,1815.863325448363,2.2824300703821714,2.8621357102302225,1378.4915289629098,4.434945424624559,1031.7846641270346,4.625939094947319,360.001,4
3.033322384983329,1003.3448946910886,4.827612221425013,2.930308008424056,1802.9334431801512,3.082840364670619,1198.8623575587228,4.820836290351233,510.001,4
2.8052378543083454,1716.5615153356212,2.2290549481928754,2.549513660500276,1605.20153119525,2.71095209153433,1363.7824208074076,3.201457071487632,410.001,4
2.1614034573391594,1164.3572953943235,2.1231193115601905,2.461984694871581,2096.608320905905,4.631000336981412,1985.203271885881,2.077624700450514,150.001,4
2.254577532647013,1198.320919142162,2.634842998762709,2.3776688058573754,1206.8021827264154,2.9343693296484235,1200.233866610846,2.607293192510852,480.001,5
2.2115399410509764,1012.4477191838922,4.508044139122189,2.98783089713078,1212.4501777677856,2.859606923585501,1384.080198295891,3.781874807847152,520.001,5
2.2613690702544385,1627.5579754688356,2.810128510690739,2.2740281056929343,1086.6331404218122,4.529151620576088,1286.580873277284,3.3084242027855173,290.001,5
2.9967442200285963,2016.8463391088849,4.295885377332854,2.6813438698341034,1210.7086362559107,2.522389567398767,1806.0108444835812,3.938851522493642,370.001,5
2.2288616019192813,1613.4257385938806,2.639919727933009,2.4703679748584686,1606.1735228320215,3.7200343161892833,1630.6654874685378,4.602957639750096,420.001,6
2.6323904530537217,1020.0019600141052,3.811655496531545,2.494425192009097,1802.8867113930144,3.538371005623269,1185.070208377393,2.337945666732855,540.001,6
2.921543554257144,1017.7596479409412,2.893117910566656,2.1582569026709875,1209.774482607065,4.062024751424209,1360.990899764848,4.232328987311865,420.001,6
3.2,1656.4277050317012,4.8526618288586745,3.106257494911943,1085.5013746908407,2.0,1273.2550811742155,3.147357796513929,540.001,6
2.88410986635925,1801.8019211490412,4.150517023196734,3.048813554123746,1394.304231860926,3.3546006769054277,1001.3974641681876,2.5618139840944587,550.001,7
2.9853312885719743,1004.9938193794268,4.132631490723922,2.903425607661024,2022.285280383322,2.088103222689062,1576.4135156336583,4.458523806812879,400.001,7
3.037063265944853,1988.228012377187,2.449329346942648,2.25619679779964,1629.9685303164692,2.7230730406321424,1203.78986295262,3.8116549850030017,420.001,7
2.7159047940737144,1206.268419706588,4.45881218398735,2.0461285114007746,1199.1446565008575,4.509910207027312,1174.7620066831958,4.755590469844087,520.001,7
3.079058438958377,1433.1996027910511,4.418484841375359,3.0170141489344133,1405.0034336752335,3.7058500836214474,1419.0162906216235,2.345890911724815,450.001,8
3.2,1659.3536653920812,5.0,3.08218670326894,1082.4715648985857,2.0,1281.316385961553,2.764507122168002,500.001,8
