Rosenbrock_x_01,Rosenbrock_y_01,Rosenbrock_r_01,status,iter
-0.0523953244473204,0.3877830485844857,2.5900768281069797,,1
-0.0523935744822588,0.3877843593718035,2.5900846510157867,,1
-0.0523928778932131,0.3877841105630575,2.5900818309263,,1
-0.0523925098269862,0.3877837660262074,2.5900787000271355,,1
0.4201794204327009,2.0,33.585863747137964,,2
0.4201833400705815,2.0,33.58573907605257,,2
0.4201811001925071,2.0,33.58581031948325,,2
0.420193670483338,2.0,33.58541049463741,,2
0.5950330480263933,0.9126301287495804,3.2839557671398825,,3
0.5950328178821508,0.912630011964224,3.283957708571762,,3
0.595032710237877,0.9126300850307456,3.283960043094166,,3
0.5950328284893212,0.912630144091049,3.283959034993603,,3
-2.0,2.0,49.0,,4
-2.0,2.0,49.0,,4
-2.0,2.0,49.0,,4
-2.0,2.0,49.0,,4
2.0,2.0,41.0,,5
2.0,2.0,41.0,,5
2.0,2.0,41.0,,5
2.0,2.0,41.0,,5
0.0047056477013335,-0.1828143794162637,1.3249027874502155,,6
0.0047058681869161,-0.1828149275439932,1.3249043605006352,,6
0.0047054083600154,-0.1828150427708558,1.3249056813570852,,6
0.0047049883892847,-0.1828134592570949,1.324900712415945,,6
-1.3084121866562268,0.745898605674901,14.66117391876833,,7
-1.3084118146441877,0.7458988062210187,14.661149517860077,,7
-1.308411030161679,0.7458995448967979,14.661091961427047,,7
-1.3084114925604322,0.7458984411076459,14.66113880084434,,7
-0.8167015489921127,1.4985757750452964,10.215563595702848,,8
-0.8166967622289403,1.4985747526438935,10.215659236348309,,8
-0.816697775892375,1.4985728114539716,10.215603097194764,,8
-0.8167017822815358,1.4985761256468495,10.21556393683933,,8
-0.6489253012088118,0.3379453680670932,2.788108307035054,,9
-0.648923639216353,0.3379421050371791,2.7881046655417387,,9
-0.6489242764376852,0.3379560838099516,2.788084894785917,,9
-0.6489265468319673,0.3379449563707664,2.788115788422733,,9
0.6618151800335853,0.4513473399958544,0.1161506654907003,,10
0.6618000299302517,0.4513391882521773,0.1161640913429336,,10
0.6617999025206109,0.4513392947009433,0.1161642510266331,,10
0.6618051327638553,0.4513422749244592,0.1161596600072864,,10
-0.619516637051649,0.8851252276376022,5.136095317626728,,11
-0.619495120376816,0.8851131506192192,5.136171837185573,,11
-0.6194983109592358,0.8851354530340966,5.136366159244927,,11
-0.6195082593769343,0.8851348985176399,5.136269227523229,,11
1.155793515707756,1.351490177816992,0.0267150658578628,,12
1.1557873715062243,1.3514448635578873,0.0267034347350256,,12
1.1557701653474293,1.351438608428269,0.0267085431232343,,12
1.1557840367542032,1.3514736046286338,0.0267137815817178,,12
1.0026975605464574,0.969162366633094,0.0131406755138769,,13
1.0026749545420126,0.969147827778716,0.013118243596434,,13
1.0026718233333434,0.9691410082215812,0.0131186182054001,,13
1.00268337028347,0.9691523308007634,0.0131272509614966,,13
0.1859706002844421,-0.7933355749712655,7.517169710764666,,14
1.0482687995663371,1.1955201627613814,0.0957472953146705,,14
0.1858758025378494,-0.7934253040381651,7.518226169284665,,14
1.048465880860341,1.1954130705568304,0.0947632618972724,,14
0.8403026282718334,0.6588807924733608,0.0478078208070663,,15
0.840265239015386,0.6590517122459899,0.047599516304168,,15
0.8400625357387952,0.6585319289723197,0.047833039112316,,15
0.8402669075399659,0.6589358710317023,0.0477106362079955,,15
-0.346086272658353,-0.0162393291005643,1.996949156947315,,16
-0.3457844938031066,-0.0152005997697547,1.9927587372452864,,16
-0.3460227954693979,-0.0170177275489419,1.998781630354573,,16
-0.3466594555691933,-0.0168898683482382,2.001353379885259,,16
1.3294528647035495,2.0,0.6493578448716165,,17
1.329441669397766,2.0,0.6494889271871538,,17
1.3294447245078702,2.0,0.6494531541961199,,17
1.3294205876824097,2.0,0.6497358119847001,,17
1.2698178976204786,1.7282144414351592,0.2068447154943155,,18
1.2696411060020805,1.727879462563347,0.2070133898911759,,18
1.2695750857090229,1.728105647307652,0.2078921554618927,,18
1.2695313297478954,1.7281960388251578,0.2083375825685176,,18
0.4326637477330844,0.1403268046047238,0.3438394364101366,,19
0.4338434118209071,0.141922931665704,0.3419675658338492,,19
0.4336894851449523,0.1407432838393975,0.343121466230753,,19
0.4350026174851455,0.1408253075776316,0.3426495489002063,,19
1.152830880609227,1.520561817276139,0.3902436360686497,,20
1.1548160472426197,1.5252009319859925,0.3910767852835553,,20
1.1551908832272109,1.5246151286047342,0.3856512099709638,,20
0.9009265507299776,0.8457071061156907,0.0214017134268573,,20
0.6022522605641807,0.2273693312114186,0.3413682359251426,,21
-1.2264407101642671,2.0,7.415642871549467,,21
0.6452885712069047,0.2736764454950183,0.329512735371244,,21
0.6258867214598355,0.2395499321939046,0.3715612226362038,,21
-1.2865249774135536,1.5181442529035087,5.415892677406231,,22
-1.2885310242006722,1.5155448811728138,5.446950015681713,,22
-1.28141447247081,1.5072953153711093,5.386367620675829,,22
-1.2829559184604586,1.5084490925869976,5.401023922159694,,22
1.23590514530596,1.5038840819206163,0.0612101973094492,,23
1.252185419292949,1.533612316496787,0.0754008384187356,,23
1.2503956839074248,1.5241706899225416,0.0781575816672059,,23
1.2819957136762854,1.5583171551410318,0.1521049191862747,,23
1.1107337938069584,1.1843307827246785,0.0366643657501742,,24
1.0917853420235604,1.153145279084756,0.0235177382472273,,24
1.0586024016578757,1.1187850316974783,0.0034686151257592,,24
1.0608738311684989,1.0754206508557562,0.0287382687738066,,24
0.436932792356843,0.3196855248542634,0.4828753557337477,,25
0.5041077732027455,0.3210464303918943,0.2906943515168642,,25
0.806213347424867,0.7190034691326542,0.0851957126843021,,25
0.5127970876117146,0.3742026302445782,0.3611140077446605,,25
0.982574777538522,1.0094544744529417,0.0196647656725394,,26
1.3875929252790118,1.8496310858265392,0.2076589679366664,,26
0.9522362222135416,0.9584125299786088,0.0289675986434004,,26
1.367937482067017,1.866658482333887,0.1355890824862645,,26
1.066066775266851,1.1316941808096883,0.0045956210673421,,27
0.9092821343204214,0.8068011858855471,0.0122268572333586,,27
0.9154818443164262,0.825191557453186,0.0088114070806355,,27
0.9001890046217733,0.7769706796367406,0.0210975130843192,,27
1.129927698665499,1.2871047917179184,0.017956200002193,,28
1.0059499804712728,1.0241835685604566,0.0015355876106402,,28
0.7632938083623564,0.5800136680531102,0.0560976173329355,,28
1.000704777799477,1.0013885396987885,5.01339671348655e-07,,28
0.8399888898128178,0.709556149993414,0.0257615469249401,,29
1.0333530217591569,1.072849593532646,0.0013655463441033,,29
0.1022519890789628,0.0658567877260932,0.8366445519787437,,29
1.1187668513994258,1.2599184608010772,0.0147910153604493,,29
1.000448384333856,1.0526895976864772,0.0268249641691627,,30
0.9797973283130178,0.8890227502494598,0.0507898290558059,,30
0.9087289541789532,0.8467347833783845,0.012717950368964,,30
1.0202447862447726,1.053687214014304,0.0020451271404932,,30
0.914126949960043,0.8416591580579247,0.0077379196709828,,31
1.0765113383139486,1.135154383107822,0.0114814498205233,,31
1.0362490578853691,1.0676440891134646,0.0016944390102355,,31
0.7874045067829502,0.6516652423040783,0.0552200103232349,,31
0.9439320902050108,0.896061522617697,0.0033990125496233,,32
1.0710416338849051,1.1477854804218557,0.0050512079116121,,32
0.8201405335333006,0.7110634519666498,0.0471203496862453,,32
0.9004005581339679,0.8039489668860814,0.0103786755048805,,32
0.8847008143522047,0.7780587189372278,0.013508902464259,,33
1.0559635325310617,1.122160157705921,0.00363618393238,,33
1.0523799578305464,1.1021877947348595,0.0030262352490082,,33
0.942407565487482,0.8869523798094875,0.0033308040107908,,33
0.9032005369575552,0.8004997285382909,0.0117023174935687,,34
1.1089723789304338,1.2028608304342625,0.0191428059263079,,34
0.9926887494457036,1.0082114031216842,0.0052429433363509,,34
-0.3695069996488005,-1.9954659169513929,47.32984654865493,,34
0.932997965514238,0.8654469891620871,0.0047431086778669,,35
0.9559174441950364,0.9059766876048042,0.0025519014597849,,35
