l1_height,l1_heat,l1_width,l2_height,l2_heat,l2_width,l3_heat,l3_width,creep_rupture_time,iter
2.0705748759048896,1210.1662269158892,2.5513496989360966,2.650346408055817,1184.4936629541326,4.932444468076953,1208.207158787822,2.649359271018953,390.001,1
2.2375086715221104,2031.6452021149664,2.95790253698369,2.734963212698823,1604.7858414626148,4.031734280935989,1806.920482007249,2.629714596215985,120.001,1
2.9247917450863654,1162.9556331615036,2.492345932232577,2.818607850382868,1216.267637626015,3.103615631795159,2076.4436257347843,2.9257641540258623,160.001,1
3.137280340853959,1666.7205861771124,3.463198784617975,2.569743960699503,1624.6171092694997,3.1255266815734,1875.4857011591057,3.237813671689941,210.001,1
2.6713167299983667,1681.7977450208928,4.9659122588721205,2.164407745011055,1413.893275920908,4.987998476415757,1168.308558377065,3.928308462468903,480.001,2
3.197963140771618,1213.1959861988466,3.0109317818700387,2.085484546748615,2008.406870960273,4.143198606884143,1392.5772849583768,4.829836759676082,560.001,2
2.370484558327472,1019.0975451645108,2.891758923156064,2.6860370118388555,1512.491214111806,4.018612088191492,1586.4471761853074,4.926494911619644,520.001,2
2.022099489025204,1758.0508374992194,2.144735247078146,3.0513646965297063,1063.379613058246,4.209204822285969,1266.1634212431145,3.3189268062500767,290.001,2
2.882677248092039,2006.6182455309183,4.548610200550808,2.776249451216468,1803.111649702552,3.9260290809400953,1564.314418051837,4.685943077753443,470.001,3
2.6191221540866474,2018.3335534448493,2.762561931945676,3.1725447426056275,1605.4682566720858,3.758319253445911,1825.054588048591,2.741976926838919,260.001,3
2.936016452274375,1220.5705520118472,4.1582413892178085,2.900778575308364,1983.963700551264,2.927106322306952,1405.1146803530671,4.217781623759447,390.001,3
2.780474346527498,1490.7597282385118,4.217574654858813,2.854976455369885,1689.5755981453408,4.10981618587799,1999.0713420267991,2.213928918830841,120.001,3
2.556137608246557,1589.9948377571818,2.8832235250323746,2.959809982856818,1999.8293867161212,4.921706033406533,1008.1549981204864,2.604425505688177,550.001,4
2.6370936751775,2048.819188981608,2.9990822316058896,2.183790699601764,1195.7375631646032,3.826812280478464,1040.9483919938189,4.320413538419893,290.001,4
2.655622236259521,1136.820804965435,3.079438049036432,2.6775251821438326,1739.7405080284327,3.1863523659745367,1724.2109777536432,2.363076681462949,150.001,4
2.344732414234141,1914.900958979421,4.8609643295383975,2.855772511647976,1418.9935696293846,3.1393980577492986,1946.481586406924,4.695974674024573,380.001,4
2.5966243047032425,2195.8084320695903,3.917080157227306,2.5412532952674365,1196.781329724751,4.265120975740519,1614.7659935972,2.049392248274811,440.001,5
2.9681422643129105,1398.1878427444483,3.381567326325257,2.167582230028044,1415.162884125638,4.835642584576492,1410.5188063419002,3.3499801407542478,350.001,5
2.5218281852462465,1395.1954335638231,3.1878719727900613,2.5199718650636376,1397.4585681419785,4.809540575665446,1411.990010669408,4.487815193283769,460.001,5
2.439955029399722,1929.3071060630227,4.189422437739657,2.802973371777679,1600.7537079016004,3.4084650509115195,1035.7953260794204,2.9288480098196463,530.001,5
3.1675165040138173,1407.804587060666,2.708615835178908,2.4066290061968854,1418.3491387822842,2.334087153862675,1395.1070053385267,3.4521484986875803,400.001,6
2.254571732026462,1391.5490593150926,4.639788879101819,2.710638831297716,1220.6982482758267,2.9930653290097173,1147.8163891677823,4.771204856626531,580.001,6
2.160940524667538,1990.1756637992607,2.1664346266070225,2.0733204464965977,1003.160584640919,4.543723329129139,1389.3179275586529,3.599132883271719,350.001,6
2.249255769724268,1794.5580189088198,4.901917453882177,3.080310052421753,2194.4964696192765,2.969555206328522,1214.4550367928869,2.0853988646183854,290.001,6
2.2269824447696465,1403.7844685713385,4.816450735585143,2.7849694086048307,1223.757010517598,3.1895128259892096,1155.1648814962862,5.0,590.001,7
3.0075555596767707,2047.0138884316436,4.819054920007935,2.2836174031166325,2022.1998480711632,3.454593928878238,2022.3118608685816,3.773289324297693,100.001,7
2.096533180025349,1993.4046180915177,2.655232233140413,2.532588831281592,1011.3129058258186,2.250862378514943,1376.8624480438443,4.203030759949085,340.001,7
2.381961752068986,2177.863066139016,2.329729334621061,2.993168528093407,1803.6700757170956,4.539864779406029,1395.559047527286,2.00703204444696,310.001,7
2.900854889977502,1586.29344484631,4.016476991887183,2.8287636185861444,1406.200285688887,4.617300719192404,1186.8235631753876,2.1505852002688943,490.001,8
2.9587443084458567,1392.6637211307673,4.783515058253775,3.044455281572259,1237.747316291745,2.455274455871248,1171.9507515757184,4.690151490547395,600.001,8
2.061021265300344,1401.1158319423378,4.369027814166303,3.158981381391506,1391.254292595969,3.718768830690855,1415.961159996426,4.632687211394229,540.001,8
